UserId,DistinctVillas
1,1
3,3
7,3756
10,1
12,1
15,2
17,1
23,1
29,4
34,35
35,1
36,1
38,6
39,1
45,1
48,2
57,1
60,4
61,4
64,1
66,1
74,1
75,1
77,2
78,1
79,1
81,1
83,1
85,1
88,1
89,3
90,1
91,1
92,1
97,1
102,1
104,1
106,1
109,1
112,1
114,4
115,1
122,1
123,2
125,1
126,1
128,19
130,1
131,1
136,1
137,1
138,1
140,8
141,1
142,1
144,1
146,1
147,2
150,1
151,1
154,1
156,1
159,1
163,2
167,1
180,1
181,1
182,1
184,1
186,2
187,1
188,1
190,1
191,1
192,1
194,1
198,1
199,1
203,1
204,1
208,1
210,1
212,18
214,5
215,1
221,1
223,2
226,1
227,4
230,1
231,1
234,3
235,1
237,1
238,2
239,1
240,1
242,2
243,2
244,6
246,1
249,1
250,1
255,1
257,1
259,1
260,1
263,1
265,1
268,1
269,1
271,1
272,1
279,1
280,1
282,1
285,6
287,1
295,1
296,1
297,1
299,3
302,1
304,1
310,2
311,1
317,2
318,1
321,1
322,2
325,1
330,1
332,1
334,1
335,1
336,2
341,1
345,1
347,3
348,1
351,1
352,1
353,1
354,1
355,1
359,1
360,1
362,1
364,1
368,1
371,1
376,1
378,1
379,1
380,1
383,1
384,1
393,3
394,4
395,1
399,1
400,1
401,1
404,1
405,1
406,1
411,2
412,1
413,1
414,1
417,1
421,1
422,26
425,1
429,1
430,1
439,2
441,1
442,1
446,1
447,1
452,1
455,1
456,3
458,1
459,2
463,1
467,13
468,1
469,1
474,1
475,1
476,1
479,1
481,1
482,1
483,1
484,1
485,2
486,1
489,1
493,1
494,1
497,1
500,2
502,3
504,1
505,2
509,1
510,1
512,3
513,1
514,2
516,1
520,1
528,2
529,1
530,1
532,2
536,1
541,1
543,1
545,2
546,1
552,1
562,2
563,1
564,1
565,1
568,1
569,1
571,1
575,1
576,1
579,1
580,1
581,1
585,26
589,7
593,1
598,1
603,1
605,2
607,1
608,1
609,2
610,1
613,1
614,1
620,1
621,1
623,1
625,1
628,7
630,2
636,1
638,1
641,1
642,1
648,1
650,1
652,3
655,1
656,1
657,1
659,1
660,9
663,1
664,2
668,2
671,1
676,3
681,1
685,1
687,6
688,1
690,1
692,1
693,1
695,1
698,1
699,1
706,1
708,1
713,1
718,1
727,2
728,2
732,2
737,1
743,1
744,2
746,1
747,1
750,1
752,1
756,1
758,1
762,1
763,1
764,1
765,1
772,1
773,1
774,1
777,1
781,1
783,1
785,1
790,1
792,1
796,1
797,2
800,1
801,1
802,5
803,1
805,1
810,1
815,1
819,1
825,1
826,1
828,1
833,1
837,13
839,1
842,1
850,1
852,1
858,1
860,1
866,1
867,1
868,1
869,1
873,1
874,1
877,1
879,1
882,1
884,1
888,1
889,1
891,1
892,1
894,1
895,3
896,1
899,1
900,1
902,1
903,1
904,1
906,1
907,1
910,1
914,1
917,1
918,1
921,1
925,1
926,1
927,2
928,5
939,1
941,10
943,1
948,1
953,2
956,2
957,3
960,1
962,1
966,1
970,1
971,1
978,2
980,11
984,1
988,1
995,1
997,1
998,1
1000,1
1001,1
1002,1
1007,1
1008,1
1010,1
1011,1
1012,1
1014,1
1019,1
1020,1
1021,1
1023,5
1024,1
1025,1
1026,1
1029,1
1034,24
1038,1
1039,1
1041,1
1042,1
1045,2
1046,1
1047,1
1050,1
1051,1
1052,1
1054,2
1055,1
1056,1
1057,2
1058,1
1060,1
1064,1
1066,1
1068,1
1080,1
1081,4
1083,1
1086,2
1090,1
1092,1
1096,1
1098,1
1099,1
1100,3
1102,1
1104,1
1108,1
1109,3
1110,1
1112,1
1113,1
1117,1
1119,1
1120,2
1127,1
1128,5
1135,1
1141,1
1142,1
1143,1
1148,1
1152,1
1154,1
1159,1
1160,1
1161,1
1162,1
1163,1
1164,1
1172,1
1176,3
1177,1
1180,1
1184,1
1185,10
1186,1
1187,1
1188,1
1189,1
1190,1
1192,1
1193,1
1196,1
1197,1
1198,1
1200,1
1204,1
1206,1
1211,1
1215,1
1216,1
1223,1
1231,1
